order_id,customer_id,order_date,weekday,product_id,product_name,category,brand,unit_price,quantity,line_total
ORD_000042,CUST_0035,2025-06-24,2,438,Crème Anti-Rides de JOUR et de NUIT 1°+2° pour le CONTOUR DES YEUX,Clinic Way,ClinicWay,39.24,1,39.24
ORD_000042,CUST_0035,2025-06-24,2,432,Crème Anti-Rides de JOUR 3° SPF15,Clinic Way,ClinicWay,44.39,1,44.39
ORD_000042,CUST_0035,2025-06-24,2,456,EPA Force 70,Physio sources,Physio sources,60.40,1,60.40
ORD_000042,CUST_0035,2025-06-24,2,358,Turbodraine PÊCHE,MINCEUR,Forte Pharma,50.46,1,50.46
ORD_000043,CUST_0259,2026-01-20,2,427,Beurre Ultra Hydratant,HYDRAIN,Dermedic,32.79,1,32.79
ORD_000043,CUST_0259,2026-01-20,2,426,Sérum hydratant,HYDRAIN,Dermedic,28.62,2,57.24
ORD_000044,CUST_0226,2025-06-06,5,322,CASSIS : Sérum Mains et Ongles,SOIN INTENSE (Mains & Pieds),Lirene,23.69,1,23.69
ORD_000044,CUST_0226,2025-06-06,5,497,Masque sous forme de Chaussettes (Lissant),SOIN INTENSE (Mains & Pieds),Lirene,25.00,1,25.00
ORD_000044,CUST_0226,2025-06-06,5,327,Masque sous forme de Chaussettes (Kératose),SOIN INTENSE (Mains & Pieds),Lirene,27.78,1,27.78
ORD_000044,CUST_0226,2025-06-06,5,297,Crème Visage pour Enfants SPF 50+,PROTECTION SOLAIRE,Lirene,46.87,1,46.87
ORD_000045,CUST_0049,2025-05-01,4,497,Masque sous forme de Chaussettes (Lissant),SOIN INTENSE (Mains & Pieds),Lirene,25.00,1,25.00
ORD_000045,CUST_0049,2025-05-01,4,326,Des Gants pour les Mains,SOIN INTENSE (Mains & Pieds),Lirene,25.90,1,25.90
ORD_000045,CUST_0049,2025-05-01,4,321,SAUGE : Masque Crème Mains et Ongles,SOIN INTENSE (Mains & Pieds),Lirene,28.26,2,56.52
ORD_000045,CUST_0049,2025-05-01,4,440,Dermo- Capsules Revitalisantes,Clinic Way,ClinicWay,51.99,3,155.97
ORD_000046,CUST_0044,2025-11-21,5,505,Peeling Enzymatique,HYDRAIN,Dermedic,30.00,1,30.00
ORD_000046,CUST_0044,2025-11-21,5,425,Crème Gel Ultra-hydratante,HYDRAIN,Dermedic,39.87,4,159.48
ORD_000046,CUST_0044,2025-11-21,5,423,Eau micellaire démaquillante (visage&yeux) - 500 ml,HYDRAIN,Dermedic,26.42,1,26.42
ORD_000046,CUST_0044,2025-11-21,5,348,Ultra boost 4G,ENERGIE,Forte Pharma,58.91,1,58.91
ORD_000046,CUST_0044,2025-11-21,5,327,Masque sous forme de Chaussettes (Kératose),SOIN INTENSE (Mains & Pieds),Lirene,27.78,2,55.56
ORD_000047,CUST_0165,2025-12-16,2,434,Crème Anti-Rides de JOUR 4° SPF20,Clinic Way,ClinicWay,46.21,1,46.21
ORD_000047,CUST_0165,2025-12-16,2,440,Dermo- Capsules Revitalisantes,Clinic Way,ClinicWay,51.99,1,51.99
ORD_000047,CUST_0165,2025-12-16,2,435,Crème Anti-Rides de NUIT 4°,Clinic Way,ClinicWay,51.60,3,154.80
ORD_000047,CUST_0165,2025-12-16,2,436,Crème Anti-Rides de JOUR 5° SPF 20,Clinic Way,ClinicWay,47.96,1,47.96
ORD_000047,CUST_0165,2025-12-16,2,433,Crème Anti-Rides de NUIT 3°,Clinic Way,ClinicWay,42.63,1,42.63
ORD_000047,CUST_0165,2025-12-16,2,446,Mirawhite Shine,Miradent,MiraDent,19.22,1,19.22
ORD_000047,CUST_0165,2025-12-16,2,354,Xtraslim 700,MINCEUR,Forte Pharma,190.00,1,190.00
ORD_000047,CUST_0165,2025-12-16,2,319,Amande Nourrissante,VEGAN (Hydratation&Nutrition),Lirene,29.90,1,29.90
ORD_000048,CUST_0049,2026-04-18,6,446,Mirawhite Shine,Miradent,MiraDent,19.22,2,38.44
ORD_000048,CUST_0049,2026-04-18,6,444,Brosse à dents électrique,Miradent,MiraDent,18.41,1,18.41
ORD_000048,CUST_0049,2026-04-18,6,447,Mirawhite Gelée,Miradent,MiraDent,19.00,1,19.00
ORD_000048,CUST_0049,2026-04-18,6,504,Contour des Yeux,HYDRAIN,Dermedic,30.00,1,30.00
ORD_000049,CUST_0072,2025-09-25,4,355,Turbodraine AGRUMES,MINCEUR,Forte Pharma,50.46,1,50.46
ORD_000049,CUST_0072,2025-09-25,4,494,Rétention d'eau,MINCEUR,Forte Pharma,50.00,1,50.00
ORD_000049,CUST_0072,2025-09-25,4,359,XtraSlim Capteur 3 en 1,MINCEUR,Forte Pharma,102.22,1,102.22
ORD_000049,CUST_0072,2025-09-25,4,354,Xtraslim 700,MINCEUR,Forte Pharma,190.00,1,190.00
ORD_000049,CUST_0072,2025-09-25,4,380,ALBUCIN – Crème de Jour SPF 50+ ALBUCIN-TRIPLE ACTION 30ml,GAMME S - Protection solaire,Pharmaceris,37.60,2,75.20
ORD_000049,CUST_0072,2025-09-25,4,424,Crème Hydratante SPF 15,HYDRAIN,Dermedic,29.11,4,116.44
ORD_000050,CUST_0149,2025-07-14,1,452,Miradont Gel,Miradent,MiraDent,18.76,1,18.76
ORD_000051,CUST_0199,2025-09-29,1,433,Crème Anti-Rides de NUIT 3°,Clinic Way,ClinicWay,42.63,1,42.63
ORD_000052,CUST_0113,2026-03-15,0,353,Calorilight,MINCEUR,Forte Pharma,73.87,1,73.87
ORD_000052,CUST_0113,2026-03-15,0,357,Turbodraine FRAMBOISE,MINCEUR,Forte Pharma,50.46,1,50.46
ORD_000052,CUST_0113,2026-03-15,0,356,Turbodraine ANANAS,MINCEUR,Forte Pharma,50.46,2,100.92
ORD_000053,CUST_0060,2025-06-01,0,356,Turbodraine ANANAS,MINCEUR,Forte Pharma,50.46,2,100.92
ORD_000053,CUST_0060,2025-06-01,0,355,Turbodraine AGRUMES,MINCEUR,Forte Pharma,50.46,2,100.92
ORD_000054,CUST_0014,2026-01-14,3,440,Dermo- Capsules Revitalisantes,Clinic Way,ClinicWay,51.99,3,155.97
ORD_000054,CUST_0014,2026-01-14,3,437,Crème Anti-Rides de NUIT 5°,Clinic Way,ClinicWay,44.16,1,44.16
ORD_000054,CUST_0014,2026-01-14,3,439,Crème Anti-Rides de JOUR et de NUIT 3°+4° pour le CONTOUR DES YEUX,Clinic Way,ClinicWay,42.75,1,42.75
ORD_000054,CUST_0014,2026-01-14,3,429,Crème Anti-Rides de NUIT 1°,Clinic Way,ClinicWay,46.33,4,185.32
ORD_000054,CUST_0014,2026-01-14,3,301,GEL ANTI-INFLAMMATOIRE,GELS POUR L'HYGIÈNE INTIME,Lirene,47.55,1,47.55
ORD_000054,CUST_0014,2026-01-14,3,367,Eau Tonifiante PURI-ALBUCIN II 150ml,GAMME W - Anti-Taches,Pharmaceris,34.41,1,34.41
ORD_000055,CUST_0181,2025-08-10,0,356,Turbodraine ANANAS,MINCEUR,Forte Pharma,50.46,1,50.46
